Bkg Branch,Delivery Branch,Card Rate,,,,
MAKARPURA,SANTEJ,1.76,,,,
MAKARPURA,KHAMGAON,9.02,,,,
MAKARPURA,BHUJ,3.63,,,,
MAKARPURA,SARANGPUR,1.71,,,,
MAKARPURA,HALOL (GIDC),1.05,,,,
MAKARPURA,SURAT CITY,2.64,,,,
MAKARPURA,VASAI EAST,3.91,,,,
MAKARPURA,SALEM,8.14,,,,
MAKARPURA,VATVA,1.71,,,,
MAKARPURA,PANOLI,2.15,,,,
MAKARPURA,PANOLI,2.15,,,,
MAKARPURA,DAHEJ,3.3,,,,
MAKARPURA,KHOPOLI,4.73,,,,
MAKARPURA,COIMBATORE BRANCH,9.63,,,,
MAKARPURA,PALANPUR,2.64,,,,
MAKARPURA,MYSORE,8.75,,,,
MAKARPURA,KANPUR,6.99,,,,
MAKARPURA,LUDHIANA,7.59,,,,
MAKARPURA,TEMBHURNI,7.59,,,,
MAKARPURA,CHHATRAL (N.G.),1.65,,,,
MAKARPURA,ROHA,5.17,,,,
MAKARPURA,AHEMADNAGAR,6.33,,,,
MAKARPURA,BHUJ,3.63,,,,
MAKARPURA,INDORE CITY,3.63,,,,
MAKARPURA,PATALGANGA,5.28,,,,
MAKARPURA,KOLKATA(B T ROAD),11.33,,,,
MAKARPURA,SURAT CITY,2.64,,,,
MAKARPURA,BHOPAL,4.73,,,,
MAKARPURA,DOMBIVLI,4.73,,,,
MAKARPURA,SANTEJ,1.76,,,,
MAKARPURA,SILVASSA,3.03,,,,
MAKARPURA,V V NAGAR,0.99,,,,
MAKARPURA,AMBERNATH,4.46,,,,
MAKARPURA,DAHEJ,3.3,,,,
MAKARPURA,CHHATRAL (N.G.),1.65,,,,
MAKARPURA,PEENYA,7.87,,,,
MAKARPURA,PEENYA,7.87,,,,
MAKARPURA,GANDHINAGAR,1.87,,,,
MAKARPURA,KHOPOLI,4.73,,,,
MAKARPURA,BAGRU-JAIPUR,7.76,,,,
MAKARPURA,DAHEJ,3.3,,,,
MAKARPURA,VASAI HIGHWAY,3.91,,,,
MAKARPURA,MANDIDEEP,4.46,,,,
MAKARPURA,HARIDWAR,7.87,,,,
MAKARPURA,CHAKAN CENTRAL CELL,6,,,,
MAKARPURA,GOBLEJ BKG & DLY,1.87,,,,
MAKARPURA,SIDHPUR,2.64,,,,
MAKARPURA,AURANGABAD CITY- CHIKALTHANA,5.72,,,,
MAKARPURA,MUMBAI,4.46,,,,
MAKARPURA,MAHUVA,3.3,,,,
MAKARPURA,V V NAGAR,0.99,,,,
MAKARPURA,SILVASSA,3.03,,,,
MAKARPURA,GURGAON BKG & DLY,5.45,,,,
MAKARPURA,SURENDRANAGAR,2.15,,,,
MAKARPURA,AMBERNATH,4.46,,,,
MAKARPURA,VIJAYAWADA,7.59,,,,
MAKARPURA,KATHWADA,1.76,,,,
MAKARPURA,GANDHIDHAM,2.64,,,,
MAKARPURA,LOTE,5.45,,,,
MAKARPURA,BHANGEL,6,,,,
MAKARPURA,NAGPUR (WADI),7.26,,,,
MAKARPURA,SOLAPUR,7.59,,,,
MAKARPURA,VASAI HIGHWAY,3.91,,,,
MAKARPURA,VATVA,1.71,,,,
MAKARPURA,ANKLESHWAR,1.49,,,,
MAKARPURA,HALOL (GIDC),1.05,,,,
MAKARPURA,HALOL (GIDC),1.05,,,,
MAKARPURA,CHHATRAL (N.G.),1.65,,,,
MAKARPURA,DOMBIVLI,4.73,,,,
MAKARPURA,FARIDABAD,5.72,,,,
MAKARPURA,CHHATRAL (N.G.),1.65,,,,
MAKARPURA,PATANCHERU,7.59,,,,
MAKARPURA,PARDI,3.3,,,,
MAKARPURA,PATALGANGA,5.28,,,,
MAKARPURA,KANNUR,9.9,,,,
MAKARPURA,BHIWADI - RAJASTHAN,5.72,,,,
MAKARPURA,DAPODA,4.46,,,,
MAKARPURA,SANTEJ,1.76,,,,
MAKARPURA,KALAMBOLI,4.46,,,,
MAKARPURA,THANA,4.73,,,,
MAKARPURA,HALOL (GIDC),1.05,,,,
MAKARPURA,MADGAON,9.02,,,,
MAKARPURA,BHAVNAGAR,1.93,,,,
MAKARPURA,V V NAGAR,0.99,,,,
MAKARPURA,RUDRAPUR,8.14,,,,
MAKARPURA,THANA,4.73,,,,
MAKARPURA,ANDHERI,4.46,,,,
MAKARPURA,UMARGAON,3.03,,,,
MAKARPURA,MEHSANA (N.G.),2.09,,,,
MAKARPURA,BROADWAY - CHENNAI,9.3,,,,
MAKARPURA,VALSAD,3.3,,,,
MAKARPURA,KANPUR,6.99,,,,
MAKARPURA,VATVA,1.71,,,,
MAKARPURA,CHHATRAL (N.G.),1.65,,,,
MAKARPURA,CHANGODAR,1.65,,,,
MAKARPURA,SACHIN,2.64,,,,
MAKARPURA,GODHRA PANCHMAHAL,1.05,,,,
MAKARPURA,RUDRAPUR,8.14,,,,
MAKARPURA,BUTIBORI,8.14,,,,
MAKARPURA,AMBERNATH,4.46,,,,
MAKARPURA,MEHSANA (N.G.),2.09,,,,
MAKARPURA,DAHEJ,3.3,,,,
MAKARPURA,BAHADURPALLY DELIVERY,6.99,,,,
MAKARPURA,PITHAMPUR,4.18,,,,
MAKARPURA,MAPUCA,7.87,,,,
MAKARPURA,DAPODA,4.46,,,,
MAKARPURA,JEEDIMETLA,7.59,,,,
MAKARPURA,NAGPUR (WADI),7.26,,,,
MAKARPURA,NASIK,4.29,,,,
MAKARPURA,GONDAL,3.03,,,,
MAKARPURA,MIRA ROAD,3.91,,,,
MAKARPURA,KALOL (N.G.),2.15,,,,
MAKARPURA,ALWAR,6.11,,,,
MAKARPURA,CHANGODAR,1.65,,,,
MAKARPURA,ERODE,9.3,,,,
MAKARPURA,DAPODA,4.46,,,,
MAKARPURA,ODHAV,1.71,,,,
MAKARPURA,UMARGAON,3.03,,,,
MAKARPURA,HARIDWAR,7.87,,,,
MAKARPURA,DAMAN DELIVERY UT,3.03,,,,
MAKARPURA,MARAIMALAI NAGAR - CHE,9.9,,,,
MAKARPURA,MEHSANA (N.G.),2.09,,,,
MAKARPURA,THANA,4.73,,,,
MAKARPURA,AMBATTUR-CHENNAI,9.02,,,,
MAKARPURA,CHANGODAR,1.65,,,,
MAKARPURA,DELHI (RAMA ROAD),6,,,,
MAKARPURA,HARIDWAR,7.87,,,,
MAKARPURA,BHARUCH,2.2,,,,
MAKARPURA,BAGRU-JAIPUR,7.76,,,,
MAKARPURA,GANDHINAGAR,1.87,,,,
MAKARPURA,SGTN-DELHI,6,,,,
MAKARPURA,PALANPUR,2.64,,,,
MAKARPURA,SANAND,1.76,,,,
MAKARPURA,CHANDIGARH BRANCH,6.6,,,,
MAKARPURA,DHOLKA,1.65,,,,
MAKARPURA,VATVA,1.71,,,,
MAKARPURA,HARIDWAR,7.87,,,,
MAKARPURA,LALBAGH ROAD,8.14,,,,
MAKARPURA,MADURAI,9.63,,,,
MAKARPURA,ANDHERI,4.46,,,,
MAKARPURA,SILVASSA,3.03,,,,
MAKARPURA,CHANDRAPUR,8.42,,,,
MAKARPURA,BHAKTINAGAR,2.64,,,,
MAKARPURA,SARIGAM,3.03,,,,
MAKARPURA,NAVAGAM (BVR),1.93,,,,
MAKARPURA,ANKLESHWAR,1.49,,,,
MAKARPURA,ANKLESHWAR,1.49,,,,
MAKARPURA,ANKLESHWAR,1.49,,,,
MAKARPURA,VAPI DELIVERY,2.26,,,,
MAKARPURA,HAZIRA,2.64,,,,
MAKARPURA,ANKLESHWAR,1.49,,,,
MAKARPURA,DAHEJ,3.3,,,,
MAKARPURA,ANKLESHWAR,1.49,,,,
MAKARPURA,JHAGADIA,2.85,,,,
MAKARPURA,AURANGABAD (WALUJ) MIDC,4.9,,,,
MAKARPURA,BHANGEL,6,,,,
MAKARPURA,KOLKATA(B T ROAD),11.33,,,,
MAKARPURA,ANKLESHWAR,1.49,,,,
MAKARPURA,LUDHIANA,7.59,,,,
MAKARPURA,ROHA,5.17,,,,
MAKARPURA,SOLAPUR,7.59,,,,
MAKARPURA,TIKRI BORDER,6.33,,,,
MAKARPURA,ODHAV,1.71,,,,
MAKARPURA,VASAI HIGHWAY,3.91,,,,
MAKARPURA,CHANGODAR,1.65,,,,
MAKARPURA,VAPI DELIVERY,2.26,,,,
MAKARPURA,RAKHIAL,1.71,,,,
MAKARPURA,GANDHINAGAR,1.87,,,,
MAKARPURA,VALSAD,3.3,,,,
MAKARPURA,VALSAD,3.3,,,,
MAKARPURA,ANKLESHWAR,1.49,,,,
MAKARPURA,SANTEJ,1.76,,,,
MAKARPURA,KALOL (N.G.),2.15,,,,
MAKARPURA,GOREGOAN,6.11,,,,
MAKARPURA,DAMAN DELIVERY UT,3.03,,,,
MAKARPURA,COIMBATORE BRANCH,9.63,,,,
MAKARPURA,VASAI EAST,3.91,,,,
MAKARPURA,PALGHAR,3.91,,,,
MAKARPURA,NAGPUR WADDHAMNA,6.6,,,,
MAKARPURA,PEENYA,7.87,,,,
MAKARPURA,KUNDAPUR,9.52,,,,
MAKARPURA,V V NAGAR,0.99,,,,
MAKARPURA,VALSAD,3.3,,,,
MAKARPURA,CHANGODAR,1.65,,,,
MAKARPURA,BOMMASANDRA,8.14,,,,
MAKARPURA,RAKHIAL,1.71,,,,
MAKARPURA,NIGDI,6,,,,
MAKARPURA,MIRA ROAD,3.91,,,,
MAKARPURA,HALOL (GIDC),1.05,,,,
MAKARPURA,BHOPAL,4.73,,,,
MAKARPURA,DAHEJ,3.3,,,,
MAKARPURA,SACHIN,2.64,,,,
MAKARPURA,NAGPUR (WADI),7.26,,,,
MAKARPURA,BHAKTINAGAR,2.64,,,,
MAKARPURA,FARIDABAD,5.72,,,,
MAKARPURA,DAPODA,4.46,,,,
MAKARPURA,VAPI DELIVERY,2.26,,,,
MAKARPURA,SALEM,8.14,,,,
MAKARPURA,SGTN-DELHI,6,,,,
MAKARPURA,MANJUSAR,0.94,,,,
MAKARPURA,SANAND,1.76,,,,
MAKARPURA,GONDHE,5.17,,,,
MAKARPURA,VASIND,6.22,,,,
MAKARPURA,SARIGAM,3.03,,,,
MAKARPURA,KALOL (N.G.),2.15,,,,
MAKARPURA,CHANGODAR,1.65,,,,
MAKARPURA,VALSAD,3.3,,,,
MAKARPURA,VAPI DELIVERY,2.26,,,,
MAKARPURA,AUTONAGAR-HYD,7.87,,,,
MAKARPURA,CHANGODAR,1.65,,,,
MAKARPURA,VAPI DELIVERY,2.26,,,,
MAKARPURA,ANKLESHWAR,1.49,,,,
MAKARPURA,ANKLESHWAR,1.49,,,,
MAKARPURA,KOLKATA(B T ROAD),11.33,,,,
MAKARPURA,LOTE,5.45,,,,
MAKARPURA,ROHA,5.17,,,,
MAKARPURA,PANOLI,2.15,,,,
MAKARPURA,SARKHEJ,1.71,,,,
MAKARPURA,UNN,2.64,,,,
MAKARPURA,PALGHAR,3.91,,,,
MAKARPURA,MADURAVOYIL DELIVERY,8.42,,,,
MAKARPURA,KOLKATA(B T ROAD),11.33,,,,
MAKARPURA,NARODA,1.76,,,,
MAKARPURA,MUMBAI,4.46,,,,
MAKARPURA,DELHI (RAMA ROAD),6,,,,
MAKARPURA,SANTEJ,1.76,,,,
MAKARPURA,DAHEJ,3.3,,,,
MAKARPURA,VALSAD,3.3,,,,
MAKARPURA,VALSAD,3.3,,,,
MAKARPURA,ANKLESHWAR,1.49,,,,
MAKARPURA,DHOLKA,1.65,,,,
MAKARPURA,MYSORE - INDUSTRIAL AREA,7.91,,,,
MAKARPURA,PONDA,7.87,,,,
MAKARPURA,SECUNDERABAD,7.59,,,,
MAKARPURA,PEENYA,7.87,,,,
MAKARPURA,DAPODA,4.46,,,,
MAKARPURA,V V NAGAR,0.99,,,,
MAKARPURA,DAHEJ,3.3,,,,
MAKARPURA,ANKLESHWAR,1.49,,,,
MAKARPURA,ANKLESHWAR,1.49,,,,
MAKARPURA,DAHEJ,3.3,,,,
MAKARPURA,KANPUR,6.99,,,,
MAKARPURA,BHUJ,3.63,,,,
MAKARPURA,ANKLESHWAR,1.49,,,,
MAKARPURA,DAHEJ,3.3,,,,
MAKARPURA,HIMATNAGAR,1.98,,,,
MAKARPURA,DAMAN DELIVERY UT,3.03,,,,
MAKARPURA,HARIDWAR,7.87,,,,
MAKARPURA,DAPODA,4.46,,,,
MAKARPURA,BOISAR,3.63,,,,
MAKARPURA,SALEM,8.14,,,,
MAKARPURA,NAROL,1.65,,,,
MAKARPURA,WADA,4.18,,,,
MAKARPURA,NAGPUR (WADI),7.26,,,,
MAKARPURA,JAMNAGAR,3.03,,,,
MAKARPURA,SILVASSA,3.03,,,,
MAKARPURA,BOMMASANDRA,8.14,,,,
MAKARPURA,MUMBAI,4.46,,,,
MAKARPURA,NALAGARH,7.59,,,,
MAKARPURA,FARIDABAD,5.72,,,,
MAKARPURA,BOMMASANDRA,8.14,,,,
MAKARPURA,HUBSIGUDA,6.6,,,,
MAKARPURA,THANA,4.73,,,,
MAKARPURA,SALEM,8.14,,,,
MAKARPURA,VASAI EAST,3.91,,,,
MAKARPURA,BHAVNAGAR,1.93,,,,
MAKARPURA,MUMBAI,4.46,,,,
MAKARPURA,VASIND,6.22,,,,
MAKARPURA,VATVA,1.71,,,,
MAKARPURA,SANTEJ,1.76,,,,
MAKARPURA,PATANCHERU,7.59,,,,
MAKARPURA,CHHATRAL (N.G.),1.65,,,,
MAKARPURA,SURAT CITY,2.64,,,,
MAKARPURA,ANKLESHWAR,1.49,,,,
MAKARPURA,PANOLI,2.15,,,,
MAKARPURA,VATVA,1.71,,,,
MAKARPURA,SACHIN,2.64,,,,
MAKARPURA,MAHUVA,3.3,,,,
MAKARPURA,SURAT CITY,2.64,,,,
MAKARPURA,PALANPUR,2.64,,,,
MAKARPURA,CHAKAN CENTRAL CELL,6,,,,
MAKARPURA,UNN,2.64,,,,
MAKARPURA,DAHEJ,3.3,,,,
MAKARPURA,VALSAD,3.3,,,,
MAKARPURA,THANA,4.73,,,,
MAKARPURA,SARANGPUR,1.71,,,,
MAKARPURA,AURANGABAD (WALUJ) MIDC,4.9,,,,
MAKARPURA,SALEM,8.14,,,,
MAKARPURA,DODDABALLAPUR - BNG,8.14,,,,
MAKARPURA,BHARUCH,2.2,,,,
MAKARPURA,METODA,2.64,,,,
MAKARPURA,DAPODA,4.46,,,,
MAKARPURA,SGTN-DELHI,6,,,,
MAKARPURA,BAHADURPALLY DELIVERY,6.99,,,,
MAKARPURA,ANKLESHWAR,1.49,,,,
MAKARPURA,V V NAGAR,0.99,,,,
MAKARPURA,NASIK,4.29,,,,
MAKARPURA,ANKLESHWAR,1.49,,,,
MAKARPURA,ASLALI BRANCH,1.76,,,,
MAKARPURA,BHOPAL,4.73,,,,
MAKARPURA,MEHSANA (N.G.),2.09,,,,
MAKARPURA,CHHATRAL (N.G.),1.65,,,,
MAKARPURA,DOMBIVLI,4.73,,,,
MAKARPURA,DAPODA,4.46,,,,
MAKARPURA,GONDAL,3.03,,,,
MAKARPURA,BADDI (HIMACHAL PRADESH),7.59,,,,
MAKARPURA,NARODA,1.76,,,,
MAKARPURA,SACHIN,2.64,,,,
MAKARPURA,HARIDWAR,7.87,,,,
MAKARPURA,DAMAN DELIVERY UT,3.03,,,,
MAKARPURA,HARIDWAR,7.87,,,,
MAKARPURA,VASAI HIGHWAY,3.91,,,,
MAKARPURA,GONDHE,5.17,,,,
MAKARPURA,VATVA,1.71,,,,
MAKARPURA,DOMBIVLI,4.73,,,,
MAKARPURA,DELHI (RAMA ROAD),6,,,,
MAKARPURA,PALANPUR,2.64,,,,
MAKARPURA,ANKLESHWAR,1.49,,,,
MAKARPURA,BHAKTINAGAR,2.64,,,,
MANJUSAR,PHURSUNGHI,6.33,,,,
MANJUSAR,JALGAON,6.6,,,,
MANJUSAR,VATVA,1.65,,,,
MANJUSAR,BELLARY,9.63,,,,
MANJUSAR,RAIPUR,8.75,,,,
MANJUSAR,AMBATTUR-CHENNAI,9.02,,,,
MANJUSAR,BAHADURPALLY DELIVERY,6.99,,,,
MANJUSAR,ANDHERI,4.46,,,,
MANJUSAR,VASAI HIGHWAY,3.91,,,,
MANJUSAR,POR,0.99,,,,
MANJUSAR,MAHAD MIDC,5.17,,,,
MANJUSAR,BAHADURPALLY DELIVERY,6.99,,,,
MANJUSAR,MAHAPE,4.46,,,,
MANJUSAR,RAKHIAL,1.71,,,,
MANJUSAR,OKHLA-1,6,,,,
MANJUSAR,NIGDI,6,,,,
MANJUSAR,SARIGAM,3.03,,,,
MANJUSAR,DAHEJ,3.3,,,,
MANJUSAR,MUMBAI,4.46,,,,
MANJUSAR,VASAI EAST,3.91,,,,
MANJUSAR,HARIDWAR,7.87,,,,
MANJUSAR,JODHPUR,4.18,,,,
MANJUSAR,UDAIPUR,3.63,,,,
MANJUSAR,ROHA,5.17,,,,
MANJUSAR,BADDI (HIMACHAL PRADESH),7.59,,,,
MANJUSAR,BADDI (HIMACHAL PRADESH),7.59,,,,
MANJUSAR,PITHAMPUR,4.18,,,,
MANJUSAR,DAPODA,4.46,,,,
MANJUSAR,BHAVNAGAR,1.93,,,,
MANJUSAR,NIGDI,6,,,,
MANJUSAR,GHAZIABAD,6.6,,,,
MANJUSAR,PALANPUR,2.64,,,,
MANJUSAR,KOTHUR,7.74,,,,
MANJUSAR,MORBI,3.3,,,,
MANJUSAR,DARED,3.03,,,,
MANJUSAR,GODHRA PANCHMAHAL,1.05,,,,
MANJUSAR,ASLALI BRANCH,1.76,,,,
MANJUSAR,BAHADURPALLY DELIVERY,6.99,,,,
MANJUSAR,DAPODA,4.46,,,,
MANJUSAR,REDHILLS - CHENNAI,8.7,,,,
MANJUSAR,SARKHEJ,1.71,,,,
MANJUSAR,NASIK,4.29,,,,
MANJUSAR,BADDI (HIMACHAL PRADESH),7.59,,,,
MANJUSAR,BADDI (HIMACHAL PRADESH),7.59,,,,
MANJUSAR,THANA,4.73,,,,
MANJUSAR,MADURAVOYIL DELIVERY,8.42,,,,
MANJUSAR,DAPODA,4.46,,,,
MANJUSAR,SARKHEJ,1.71,,,,
MANJUSAR,SARIGAM,3.03,,,,
MANJUSAR,SRICITY - TADA,10.56,,,,
MANJUSAR,KOLHAPUR,6.6,,,,
MANJUSAR,LUDHIANA,7.59,,,,
MANJUSAR,SGTN-DELHI,6,,,,
MANJUSAR,PEENYA,7.87,,,,
MANJUSAR,BOMMASANDRA,8.14,,,,
MANJUSAR,GANDHINAGAR,1.87,,,,
MANJUSAR,MAHAPE,4.46,,,,
MANJUSAR,VATVA,1.65,,,,
MANJUSAR,TUTICORIN,10.73,,,,
MANJUSAR,BOMMASANDRA,8.14,,,,
MANJUSAR,DEWAS NAKA,3.3,,,,
MANJUSAR,DAHEJ,3.3,,,,
MANJUSAR,BROADWAY - CHENNAI,9.3,,,,
MANJUSAR,NELAMANGALA (BKG & DLY),7.26,,,,
MANJUSAR,BAREILLY,8.42,,,,
MANJUSAR,RAIPUR,8.75,,,,
MANJUSAR,BROADWAY - CHENNAI,9.3,,,,
MANJUSAR,CHHATRAL (N.G.),1.65,,,,
MANJUSAR,BHUJ,3.63,,,,
MANJUSAR,SELAQUI,8.14,,,,
MANJUSAR,BHUJ,3.63,,,,
MANJUSAR,BOISAR,3.63,,,,
MANJUSAR,NALAGARH,7.59,,,,
MANJUSAR,LALBAGH ROAD,8.14,,,,
MANJUSAR,VAPI DELIVERY,2.26,,,,
MANJUSAR,ANDHERI,4.46,,,,
MANJUSAR,DHULE,7.26,,,,
MANJUSAR,ALWAR,6.11,,,,
MANJUSAR,CHHATRAL (N.G.),1.65,,,,
MANJUSAR,MEHSANA (N.G.),2.09,,,,
MANJUSAR,NIGDI,6,,,,
MANJUSAR,RAJAJINAGAR,8.14,,,,
MANJUSAR,UDUPI,9.3,,,,
MANJUSAR,SARIGAM,3.03,,,,
MANJUSAR,ANDHERI,4.46,,,,
MANJUSAR,INDORE CITY,3.63,,,,
MANJUSAR,MANDIDEEP,4.46,,,,
MANJUSAR,VATVA,1.65,,,,
MANJUSAR,CHITTOOR,10.45,,,,
MANJUSAR,BELGAUM,8.75,,,,
MANJUSAR,SHAPAR,2.64,,,,
MANJUSAR,VASAI HIGHWAY,3.91,,,,
MANJUSAR,MAHAD MIDC,5.17,,,,
MANJUSAR,AMBERNATH,4.46,,,,
MANJUSAR,BHAVNAGAR,1.93,,,,
MANJUSAR,JHAGADIA,2.63,,,,
MANJUSAR,BROADWAY - CHENNAI,9.3,,,,
MANJUSAR,DAPODA,4.46,,,,
MANJUSAR,THANA,4.73,,,,
MANJUSAR,CHHATRAL (N.G.),1.65,,,,
MANJUSAR,GANDHINAGAR,1.87,,,,
MANJUSAR,NOIDA,6,,,,
MANJUSAR,NAROL,1.65,,,,
MANJUSAR,MAKARPURA,0.94,,,,
MANJUSAR,SANTEJ,1.76,,,,
MANJUSAR,LALBAGH ROAD,8.14,,,,
MANJUSAR,VATVA,1.65,,,,
MANJUSAR,PEENYA,7.87,,,,
MANJUSAR,GONDAL,3.03,,,,
MANJUSAR,JAMNAGAR,3.03,,,,
MANJUSAR,GOREGOAN,6.11,,,,
MANJUSAR,CHANDIGARH BRANCH,6.6,,,,
MANJUSAR,SANAND,1.76,,,,
MANJUSAR,SILVASSA,2.64,,,,
MANJUSAR,NAROL,1.65,,,,
MANJUSAR,BROADWAY - CHENNAI,9.3,,,,
MANJUSAR,BALANAGAR,7.59,,,,
MANJUSAR,DAMAN DELIVERY UT,3.03,,,,
MANJUSAR,DAPODA,4.46,,,,
MANJUSAR,GUINDY-CHENNAI,9.3,,,,
MANJUSAR,UDAIPUR,3.63,,,,
MANJUSAR,MADURAI,9.63,,,,
MANJUSAR,PITHAMPUR,4.18,,,,
MANJUSAR,KANAKAPURA ROAD - BNG,8.14,,,,
MANJUSAR,RAJAHMUNDRY CITY,10.18,,,,
MANJUSAR,BADDI (HIMACHAL PRADESH),7.59,,,,
MANJUSAR,ANDHERI,4.46,,,,
MANJUSAR,DAPODA,4.46,,,,
MANJUSAR,NELAMANGALA (BKG & DLY),7.26,,,,
MANJUSAR,SITARGANJ,7.87,,,,
MANJUSAR,HIMATNAGAR,1.93,,,,
MANJUSAR,COIMBATORE BRANCH,9.63,,,,
MANJUSAR,MAHAPE,4.46,,,,
MANJUSAR,GOLDEN BRANCH,0.94,,,,
MANJUSAR,VASAI EAST,3.91,,,,
MANJUSAR,VATVA,1.65,,,,
MANJUSAR,FARIDABAD,5.72,,,,
MANJUSAR,PEENYA,7.87,,,,
MANJUSAR,GOREGOAN,6.11,,,,
MANJUSAR,VASAI EAST,3.91,,,,
MANJUSAR,VASAI EAST,3.91,,,,
MANJUSAR,PONDICHERRY,10.45,,,,
MANJUSAR,PONDICHERRY,10.45,,,,
MANJUSAR,BADDI (HIMACHAL PRADESH),7.59,,,,
MANJUSAR,DAHEJ,3.3,,,,
MANJUSAR,SINNER,4.29,,,,
MANJUSAR,KALA-AMB,8.14,,,,
MANJUSAR,THANA,4.73,,,,
MANJUSAR,SOLAN,8.42,,,,
MANJUSAR,ROHA,5.17,,,,
MANJUSAR,SAROLI,1.49,,,,
MANJUSAR,PONDICHERRY,10.45,,,,
MANJUSAR,PITHAMPUR,4.18,,,,
MANJUSAR,NAVSARI,2.64,,,,
MANJUSAR,RAKHIAL,1.71,,,,
MANJUSAR,TIKRI BORDER,6.33,,,,
MANJUSAR,JALANDHAR FR,7.26,,,,
MANJUSAR,VATVA,1.65,,,,
MANJUSAR,VATVA,1.65,,,,
MANJUSAR,ODHAV,1.71,,,,
MANJUSAR,FARIDABAD,5.72,,,,
MANJUSAR,MAHAPE,4.46,,,,
MANJUSAR,DAMAN DELIVERY UT,3.03,,,,
MANJUSAR,CHHATRAL (N.G.),1.65,,,,
MANJUSAR,MAHAPE,4.46,,,,
MANJUSAR,PHURSUNGHI,6.33,,,,
MANJUSAR,DAPODA,4.46,,,,
MANJUSAR,CHANDIGARH BRANCH,6.6,,,,
MANJUSAR,LALBAGH ROAD,8.14,,,,
MANJUSAR,MAKARPURA,0.94,,,,
MANJUSAR,POR,0.99,,,,
MANJUSAR,NOIDA,6,,,,
MANJUSAR,GHAZIABAD,6.6,,,,
MANJUSAR,DARED,3.03,,,,
MANJUSAR,JHAGADIA,2.63,,,,
MANJUSAR,MEERUT,6.99,,,,
NANDESARI,SANTEJ,1.71,,,,
NANDESARI,AMBERNATH,4.46,,,,
NANDESARI,JAIPUR,5.28,,,,
NANDESARI,VATVA,1.6,,,,
NANDESARI,NARODA,1.71,,,,
NANDESARI,BHAVNAGAR,1.87,,,,
NANDESARI,COIMBATORE BRANCH,9.63,,,,
NANDESARI,FARIDABAD,5.72,,,,
NANDESARI,SGTN-DELHI,6,,,,
NANDESARI,GGNDLY,4.82,,,,
NANDESARI,KALOL (N.G.),2.04,,,,
NANDESARI,ANDHERI,4.46,,,,
NANDESARI,SIDHPUR,2.64,,,,
NANDESARI,SANAND,1.71,,,,
NANDESARI,ANKLESHWAR,1.43,,,,
NANDESARI,GOKAK,10.62,,,,
NANDESARI,NAGPUR (WADI),7.26,,,,
NANDESARI,PONDICHERRY,10.18,,,,
NANDESARI,GURGAON BKG & DLY,5.65,,,,
NANDESARI,AMRITSAR,8.95,,,,
NANDESARI,CHANDIGARH BRANCH,6.8,,,,
NANDESARI,BADDI (HIMACHAL PRADESH),7.79,,,,
NANDESARI,KOLKATA(B T ROAD),11.26,,,,
NANDESARI,AMBALA CITY,6.53,,,,
NANDESARI,BROADWAY - CHENNAI,9.5,,,,
NANDESARI,HOSUR,8.42,,,,
NANDESARI,LOTE,5.45,,,,
NANDESARI,BHIWADI - RAJASTHAN,5.45,,,,
NANDESARI,BHANGEL,6,,,,
NANDESARI,BOISAR,3.63,,,,
NANDESARI,GHAZIABAD,6.6,,,,
NANDESARI,KANPUR,6.99,,,,
NANDESARI,GUINDY-CHENNAI,9.3,,,,
NANDESARI,JABALPUR,6.6,,,,
NANDESARI,KUMBAKONAM,8.42,,,,
NANDESARI,WADALA - MUMBAI,4.19,,,,
NANDESARI,DIWANDEVDI,7.59,,,,
NANDESARI,RUDRAPUR,7.87,,,,
NANDESARI,DAPODA,4.46,,,,
NANDESARI,DHOLKA,1.6,,,,
NANDESARI,DHOLKA,1.6,,,,
NANDESARI,BADDI (HIMACHAL PRADESH),7.79,,,,
NANDESARI,KARNAL,8.07,,,,
NANDESARI,ANDHERI,4.46,,,,
NANDESARI,KALOL (N.G.),2.04,,,,
NANDESARI,HARIDWAR,8.07,,,,
NANDESARI,DAPODA,4.46,,,,
NANDESARI,PARDI,3.3,,,,
NANDESARI,THANA,4.46,,,,
NANDESARI,KOLKATA(B T ROAD),11.06,,,,
NANDESARI,HINJEWADI,6,,,,
NANDESARI,METODA,2.64,,,,
NANDESARI,ANDHERI,4.46,,,,
NANDESARI,PALGHAR,3.63,,,,
NANDESARI,RANIPET,9.9,,,,
NANDESARI,BADDI (HIMACHAL PRADESH),7.79,,,,
NANDESARI,CHANDIGARH BRANCH,6.8,,,,
NANDESARI,KOLKATA(B T ROAD),11.26,,,,
NANDESARI,BHIWADI - RAJASTHAN,5.45,,,,
NANDESARI,BHAKTINAGAR,2.31,,,,
NANDESARI,CHAKAN CENTRAL CELL,6,,,,
NANDESARI,GOBLEJ BKG & DLY,1.76,,,,
NANDESARI,ANDHERI,4.46,,,,
NANDESARI,ANDHERI,4.46,,,,
NANDESARI,BHIWADI - RAJASTHAN,5.45,,,,
NANDESARI,NEEMRANA,5.72,,,,
NANDESARI,GHAZIABAD,6.8,,,,
NANDESARI,BROADWAY - CHENNAI,9.5,,,,
NANDESARI,PHURSUNGHI,6.53,,,,
NANDESARI,DELHI (RAMA ROAD),5.72,,,,
NANDESARI,DELHI EAST,5.72,,,,
NANDESARI,NAVAGAM (BVR),1.82,,,,
