Bkg Branch,Delivery Branch,Card Rate,,,,
ANDHERI,PITHAMPUR,5.45,,,,
ANDHERI,DELHI EAST,6.99,,,,
ANDHERI,HINJEWADI,4.73,,,,
ANDHERI,KALA-AMB,9.3,,,,
ANDHERI,LUCKNOW,10.1,,,,
ANDHERI,PATNA,12.08,,,,
ANDHERI,AMBERNATH,3.3,,,,
ANDHERI,CHANDIGARH BRANCH,7.87,,,,
ANDHERI,CHANDIGARH BRANCH,7.87,,,,
ANDHERI,LASUDIA,4.57,,,,
ANDHERI,KOLKATA(B T ROAD),11.33,,,,
ANDHERI,MAHAPE,3.91,,,,
ANDHERI,CHANGODAR,3.85,,,,
ANDHERI,KOLHAPUR,5.83,,,,
ANDHERI,DAMAN DELIVERY UT,1.98,,,,
ANDHERI,SILVASSA,2.15,,,,
ANDHERI,PATNA,11.88,,,,
ANDHERI,PARDI,2.31,,,,
ANDHERI,V V NAGAR,3.63,,,,
ANDHERI,SILVASSA,2.15,,,,
ANDHERI,ROHA,3.91,,,,
ANDHERI,AMBATTUR-CHENNAI,9.02,,,,
ANDHERI,COIMBATORE BRANCH,9.3,,,,
ANDHERI,PALANPUR,4.18,,,,
ANDHERI,HUBSIGUDA,7.87,,,,
ANDHERI,SURAT CITY,3.3,,,,
ANDHERI,VATVA,3.47,,,,
ANDHERI,BOISAR,3.3,,,,
ANDHERI,DELHI (RAMA ROAD),6.99,,,,
ANDHERI,VATVA,3.47,,,,
ANDHERI,TIRUPUR,11.06,,,,
ANDHERI,HUBLI – TARIHAL,6.6,,,,
ANDHERI,HARIDWAR,7.87,,,,
ANDHERI,K R PURAM,8.42,,,,
ANDHERI,V V NAGAR,3.63,,,,
BHIWANDI,AURANGABAD (WALUJ) MIDC,2.84,,,,
BHIWANDI,LUDHIANA,8.62,,,,
BHIWANDI,KALAMASSERY,9.5,,,,
BHIWANDI,CUDDALORE,8.14,,,,
BHIWANDI,MANGALORE,7.59,,,,
BHIWANDI,RANCHI,12.71,,,,
BHIWANDI,PHURSUNGI DELIVERY,2.29,,,,
BHIWANDI,BARODA - KARELIBAUG,3.23,,,,
BHIWANDI,SRICITY - TADA,8.25,,,,
BHIWANDI,KAKINADA,8.75,,,,
BHIWANDI,BADDI (HIMACHAL PRADESH),8.42,,,,
BHIWANDI,HINJEWADI,2.84,,,,
BHIWANDI,PALLAVARAM - CHENNAI,7.33,,,,
BHIWANDI,RANJANGAON,2.84,,,,
BHIWANDI,BOISAR,2.2,,,,
BHIWANDI,NELLORE,9.3,,,,
BHIWANDI,PIRANGUT,2.64,,,,
BHIWANDI,LASUDIA,5.72,,,,
BHIWANDI,RAIPUR,6.44,,,,
BHIWANDI,DOMBIVLI,2.84,,,,
BHIWANDI,ROORKEE,8.07,,,,
BHIWANDI,DELHI (RAMA ROAD),7.19,,,,
BHIWANDI,ANKLESHWAR,1.96,,,,
BHIWANDI,GANDHIDHAM CITY,4.38,,,,
BHIWANDI,HUBLI INDL AREA,5.37,,,,
BHIWANDI,SACHIN,2.26,,,,
BHIWANDI,SINNER,1.49,,,,
BHIWANDI,DOMBIVLI,2.64,,,,
BHIWANDI,PANOLI,2.37,,,,
BHIWANDI,CHANGODAR,3.19,,,,
BHIWANDI,KOTHUR,6.45,,,,
BHIWANDI,UMARGAON,1.71,,,,
BHIWANDI,SELAQUI,8.14,,,,
BHIWANDI,SGTN-DELHI,6.99,,,,
BHIWANDI,ROORKEE,7.87,,,,
BHIWANDI,KANPUR,7.87,,,,
BHIWANDI,GODHRA PANCHMAHAL,3.23,,,,
BHIWANDI,AUTONAGAR-HYD,6.2,,,,
BHIWANDI,METODA,3.91,,,,
BHIWANDI,MAHAPE,2.84,,,,
BHIWANDI,SHAPAR,3.91,,,,
BHIWANDI,VASAI HIGHWAY,2.4,,,,
BHIWANDI,JIGANI,6.8,,,,
BHIWANDI,VAPI DELIVERY,1.58,,,,
BHIWANDI,BHAKTINAGAR,3.69,,,,
BHIWANDI,BELGAUM,5.72,,,,
BHIWANDI,ROHA,2.84,,,,
BHIWANDI,GURGAON BKG & DLY,6.6,,,,
BHIWANDI,GURGAON BKG & DLY,6.6,,,,
BHIWANDI,LUCKNOW,9.02,,,,
BHIWANDI,KALOL (N.G.),3.47,,,,
BHIWANDI,TALOJA,2.13,,,,
BHIWANDI,NARODA,3.45,,,,
BHIWANDI,JAIPUR,6.97,,,,
BHIWANDI,DODDABALLAPUR - BNG,7.59,,,,
BHIWANDI,OKHLA-1,7.26,,,,
BHIWANDI,VATVA,3.08,,,,
BHIWANDI,PADRA (DHABASA),3.23,,,,
BHIWANDI,SHAPAR,3.91,,,,
BHIWANDI,SARKHEJ,3.25,,,,
BHIWANDI,SGTN-DELHI,6.99,,,,
BHIWANDI,PADRA (DHABASA),3.03,,,,
BHIWANDI,CHANDIGARH BRANCH,7.59,,,,
BHIWANDI,SOLAPUR,4.46,,,,
BHIWANDI,DAHEJ,3.3,,,,
BHIWANDI,VAPI DELIVERY,1.58,,,,
BHIWANDI,PADRA (DHABASA),3.23,,,,
BHIWANDI,ROORKEE,7.87,,,,
BHIWANDI,NARODA,3.45,,,,
BHIWANDI,DASHRATH,2.64,,,,
BHIWANDI,PIRANGUT,2.64,,,,
BHIWANDI,TALOJA,2.13,,,,
BHIWANDI,PITHAMPUR,5.72,,,,
BHIWANDI,KATHWADA,3.25,,,,
BHIWANDI,CHANGODAR,3.19,,,,
BHIWANDI,BILIMORA,1.82,,,,
BHIWANDI,METODA,3.91,,,,
BHIWANDI,VAPI DELIVERY,1.58,,,,
BHIWANDI,PADRA (DHABASA),3.23,,,,
BHIWANDI,FARIDABAD,6.99,,,,
BHIWANDI,PHURSUNGHI,3.23,,,,
BHIWANDI,GOLDEN BRANCH,3.03,,,,
BHIWANDI,CHHATRAL (N.G.),3.63,,,,
BHIWANDI,GOLDEN BRANCH,3.03,,,,
BHIWANDI,BARODA - KARELIBAUG,3.03,,,,
BHIWANDI,SGTN-DELHI,6.99,,,,
BHIWANDI,REDHILLS - CHENNAI,7.48,,,,
BHIWANDI,SHAPAR,3.91,,,,
BHIWANDI,PADRA (DHABASA),3.03,,,,
BHIWANDI,KUNDLI BRANCH,7.59,,,,
BHIWANDI,NASIK,1.49,,,,
BHIWANDI,GUNTUR,8.14,,,,
BHIWANDI,ASLALI BRANCH,3.14,,,,
BHIWANDI,WAGHODIA,2.7,,,,
BHIWANDI,METODA,3.91,,,,
BHIWANDI,MAKARPURA,3.03,,,,
BHIWANDI,MUNDRA,4.62,,,,
BHIWANDI,ANKLESHWAR,1.76,,,,
BHIWANDI,BHAKTINAGAR,3.69,,,,
BHIWANDI,GURGAON BKG & DLY,6.6,,,,
BHIWANDI,BAHADURPALLY DELIVERY,5.72,,,,
BHIWANDI,SACHIN,2.46,,,,
BHIWANDI,VAPI DELIVERY,1.58,,,,
BHIWANDI,VAPI DELIVERY,1.58,,,,
BHIWANDI,VASAI HIGHWAY,2.4,,,,
BHIWANDI,DHOLKA,3.19,,,,
BHIWANDI,SARIGAM,1.87,,,,
BHIWANDI,METODA,3.91,,,,
BHIWANDI,SHAPAR,3.91,,,,
BHIWANDI,BOMMASANDRA,6.8,,,,
BHIWANDI,BROADWAY - CHENNAI,7.59,,,,
BHIWANDI,HARIDWAR,7.87,,,,
BHIWANDI,FARIDABAD,7.19,,,,
BHIWANDI,HUBLI – TARIHAL,5.17,,,,
BHIWANDI,HUBLI – TARIHAL,5.17,,,,
BHIWANDI,SONEPAT,7.59,,,,
BHIWANDI,CHANDIGARH BRANCH,7.59,,,,
BHIWANDI,CHANGODAR,3.19,,,,
BHIWANDI,PIRANGUT,2.64,,,,
BHIWANDI,BAHADURPALLY DELIVERY,5.72,,,,
BHIWANDI,SACHIN,2.26,,,,
BHIWANDI,NARODA,3.25,,,,
BHIWANDI,HINJEWADI,2.84,,,,
BHIWANDI,VAPI DELIVERY,1.58,,,,
BHIWANDI,VAPI DELIVERY,1.58,,,,
BHIWANDI,BHANGEL,7.46,,,,
BHIWANDI,SITARGANJ,8.62,,,,
BHIWANDI,MAHAD MIDC,2.84,,,,
BHIWANDI,PADRA (DHABASA),3.23,,,,
BHIWANDI,ANDHERI,1.93,,,,
BHIWANDI,GOREGOAN,2.2,,,,
BHIWANDI,BUTIBORI,5.28,,,,
BHIWANDI,SIHOR,4.18,,,,
BHIWANDI,DASHRATH,2.64,,,,
BHIWANDI,DAMAN DELIVERY UT,1.93,,,,
BHIWANDI,RUDANAGAR BRANCH,3.3,,,,
BHIWANDI,NIGDI,2.64,,,,
BHIWANDI,GURGAON BKG & DLY,6.6,,,,
BHIWANDI,HOSKOTE,8.14,,,,
BHIWANDI,WAGHODIA,2.7,,,,
BHIWANDI,VATVA,3.08,,,,
BHIWANDI,PANOLI,2.37,,,,
BHIWANDI,ANKLESHWAR,1.76,,,,
BHIWANDI,CHANGODAR,3.39,,,,
BHIWANDI,SURAT CITY,2.46,,,,
BHIWANDI,SACHIN,2.46,,,,
BHIWANDI,TALOJA,2.13,,,,
BHIWANDI,PADRA (DHABASA),3.23,,,,
BHIWANDI,WAGHODIA,2.7,,,,
BHIWANDI,ODHAV,3.3,,,,
BHIWANDI,VAPI DELIVERY,1.58,,,,
BHIWANDI,MANDYA,7.26,,,,
BHIWANDI,MEHSANA (N.G.),3.63,,,,
BHIWANDI,NANDESARI,3.03,,,,
BHIWANDI,SILVASSA,2.13,,,,
BHIWANDI,GUINDY-CHENNAI,7.59,,,,
BHIWANDI,ABU ROAD,4.95,,,,
BHIWANDI,KANAKAPURA ROAD - BNG,7.59,,,,
BHIWANDI,ANDHERI,2.13,,,,
BHIWANDI,NIGDI,2.84,,,,
BHIWANDI,DAPODA,2.13,,,,
BHIWANDI,NAGPUR WADDHAMNA,4.46,,,,
BHIWANDI,KOLHAPUR,3.91,,,,
BHIWANDI,BHIWADI - RAJASTHAN,7.26,,,,
BHIWANDI,LASUDIA,5.72,,,,
BHIWANDI,COIMBATORE BRANCH,7.26,,,,
BHIWANDI,SURAT CITY,2.26,,,,
BHIWANDI,PEENYA,7.26,,,,
BHIWANDI,SIHOR,4.18,,,,
BHIWANDI,HINJEWADI,2.64,,,,
BHIWANDI,MAHUVA,4.24,,,,
BHIWANDI,NOIDA,7.46,,,,
BHIWANDI,BOMMASANDRA,6.6,,,,
BHIWANDI,PERUNGUDI,7.59,,,,
BHIWANDI,BOMMASANDRA,6.8,,,,
BHIWANDI,HALOL (GIDC),3.03,,,,
BHIWANDI,BHANDUP,2.13,,,,
BHIWANDI,BOMMASANDRA,6.8,,,,
BHIWANDI,BOMMASANDRA,6.8,,,,
BHIWANDI,BOMMASANDRA,6.8,,,,
BHIWANDI,JALGAON,4.38,,,,
BHIWANDI,GAJUWAKA,9.22,,,,
BHIWANDI,KOTTAYAM,10.38,,,,
BHIWANDI,PONDICHERRY,8.07,,,,
BHIWANDI,GURGAON BKG & DLY,6.8,,,,
BHIWANDI,GHAZIABAD,8.07,,,,
BHIWANDI,MUMBAI,1.93,,,,
BHIWANDI,ANDHERI,1.93,,,,
BHIWANDI,BHANDUP,1.93,,,,
BHIWANDI,BHANDUP,1.93,,,,
BHIWANDI,BHANDUP,1.93,,,,
BHIWANDI,WADALA - MUMBAI,2.87,,,,
BHIWANDI,WADALA - MUMBAI,2.87,,,,
BHIWANDI,ANDHERI,1.93,,,,
BHIWANDI,MUMBAI,1.93,,,,
BHIWANDI,MUMBAI,1.93,,,,
BHIWANDI,VAPI DELIVERY,1.58,,,,
BHIWANDI,VAPI DELIVERY,1.58,,,,
BHIWANDI,KOTHUR,6.45,,,,
BHIWANDI,BHAKTINAGAR,3.69,,,,
BHIWANDI,BHIWADI - RAJASTHAN,7.26,,,,
BHIWANDI,CHANDIGARH BRANCH,7.79,,,,
BHIWANDI,SILVASSA,2.13,,,,
BHIWANDI,HOSUR,7.19,,,,
BHIWANDI,BOMMASANDRA,6.6,,,,
BHIWANDI,CHANGODAR,3.19,,,,
BHIWANDI,PADRA (DHABASA),3.03,,,,
BHIWANDI,SHAPAR,3.91,,,,
BHIWANDI,DAMAN DELIVERY UT,1.93,,,,
BHIWANDI,CHANGODAR,3.19,,,,
BHIWANDI,KASHIPUR,8.42,,,,
BHIWANDI,DAMAN DELIVERY UT,1.93,,,,
BHIWANDI,WAGHODIA,2.7,,,,
BHIWANDI,MAKARPURA,3.03,,,,
BHIWANDI,BADDI (HIMACHAL PRADESH),8.42,,,,
BHIWANDI,RAIPUR,6.44,,,,
BHIWANDI,RAIPUR,6.44,,,,
BHIWANDI,HINJEWADI,2.64,,,,
BHIWANDI,VAPI DELIVERY,1.58,,,,
BHIWANDI,KHOPOLI,3.03,,,,
BHIWANDI,CHANGODAR,3.19,,,,
BHIWANDI,GANDHIDHAM CITY,4.18,,,,
BHIWANDI,PADRA (DHABASA),3.03,,,,
BHIWANDI,DELHI (RAMA ROAD),6.99,,,,
BHIWANDI,RAKHIAL,3.14,,,,
BHIWANDI,SACHIN,2.26,,,,
BHIWANDI,LASUDIA,5.92,,,,
BHIWANDI,PATIALA,9.22,,,,
BHIWANDI,MADURAVOYIL DELIVERY,7.19,,,,
BHIWANDI,ANDHERI,1.93,,,,
BHIWANDI,NASIK,1.49,,,,
BHIWANDI,RUDRAPUR,8.14,,,,
BHIWANDI,SGTN-DELHI,6.99,,,,
BHIWANDI,MAKARPURA,3.03,,,,
BHIWANDI,PIRANGUT,2.64,,,,
BHIWANDI,DODDABALLAPUR - BNG,7.59,,,,
BHIWANDI,VATVA,3.08,,,,
BHIWANDI,PUDUKKOTTAI,9.02,,,,
BHIWANDI,PADRA (DHABASA),3.03,,,,
BHIWANDI,NARODA,3.25,,,,
BHIWANDI,SANAND,3.56,,,,
BHIWANDI,RAKHIAL,3.34,,,,
BHIWANDI,RAKHIAL,3.34,,,,
BHIWANDI,MEHSANA (N.G.),3.83,,,,
BHIWANDI,MEHSANA (N.G.),3.83,,,,
BHIWANDI,RAJAJINAGAR,7.19,,,,
BHIWANDI,VATVA,3.28,,,,
BHIWANDI,MEHSANA (N.G.),3.63,,,,
BHIWANDI,PARWANOO,9.02,,,,
BHIWANDI,DELHI (RAMA ROAD),6.99,,,,
BHIWANDI,PATNA,12.43,,,,
BHIWANDI,RANJANGAON,2.64,,,,
BHIWANDI,WADA,2.64,,,,
BHIWANDI,VASAI HIGHWAY,2.4,,,,
BHIWANDI,VAPI DELIVERY,1.58,,,,
BHIWANDI,JIGANI,6.8,,,,
BHIWANDI,KUNDLI BRANCH,7.59,,,,
BHIWANDI,VYARA,4.18,,,,
BHIWANDI,NOIDA,7.26,,,,
BHIWANDI,ASLALI BRANCH,3.14,,,,
BHIWANDI,POR,3.03,,,,
BHIWANDI,GUINDY-CHENNAI,7.59,,,,
BHIWANDI,DELHI (RAMA ROAD),6.99,,,,
BHIWANDI,TALOJA,2.13,,,,
BHIWANDI,TALOJA,2.13,,,,
BHIWANDI,CHERLAPALLY,5.72,,,,
BHIWANDI,TALOJA,2.13,,,,
BHIWANDI,VAPI DELIVERY,1.58,,,,
BHIWANDI,GANDHINAGAR,3.3,,,,
BHIWANDI,BUTIBORI,5.28,,,,
BHIWANDI,BHAKTINAGAR,3.69,,,,
BHIWANDI,NIGDI,2.64,,,,
BHIWANDI,GOLDEN BRANCH,3.03,,,,
BHIWANDI,PEENYA,7.26,,,,
BHIWANDI,GANDHIDHAM,4.18,,,,
BHIWANDI,GOBLEJ BKG & DLY,2.64,,,,
BHIWANDI,BHUJ,4.66,,,,
BHIWANDI,TALOJA,2.13,,,,
BHIWANDI,SRIPERUMBUDUR,7.19,,,,
BHIWANDI,RUDANAGAR BRANCH,3.3,,,,
BHIWANDI,DANKUNI,10.29,,,,
BHIWANDI,PIRANGUT,2.64,,,,
BHIWANDI,BILIMORA,1.82,,,,
BHIWANDI,KALAMASSERY,9.3,,,,
BHIWANDI,NEELAMBUR,7.26,,,,
BHIWANDI,ACHUTHAPURAM,10.01,,,,
BHIWANDI,HOSUR,6.99,,,,
BHIWANDI,ANKLESHWAR,1.76,,,,
BHIWANDI,PHURSUNGHI,3.23,,,,
BHIWANDI,KARWAR,7.59,,,,
BHIWANDI,K R PURAM,7.26,,,,
BHIWANDI,SECUNDERABAD,6.33,,,,
BHIWANDI,GURGAON BKG & DLY,6.6,,,,
BHIWANDI,KIM,2.53,,,,
BHIWANDI,GANDHIDHAM,4.18,,,,
BHIWANDI,KIM,2.53,,,,
BHIWANDI,INDORE CITY,4.9,,,,
BHIWANDI,INDORE CITY,4.9,,,,
BHIWANDI,VAPI DELIVERY,1.38,,,,
BHIWANDI,GANDHIDHAM,4.18,,,,
BHIWANDI,SONEPAT,7.59,,,,
BHIWANDI,VAPI DELIVERY,1.58,,,,
BHIWANDI,SONEPAT,7.59,,,,
BHIWANDI,BHUJ,4.46,,,,
BHIWANDI,NASIK,1.49,,,,
BHIWANDI,NASIK,1.49,,,,
BHIWANDI,WADALA - MUMBAI,2.87,,,,
BHIWANDI,NAGPUR WADDHAMNA,4.46,,,,
BHIWANDI,DAPODA,1.93,,,,
BHIWANDI,DAPODA,1.93,,,,
BHIWANDI,SANTEJ,3.36,,,,
BHIWANDI,GHAZIABAD,7.87,,,,
BHIWANDI,MAKARPURA,3.03,,,,
BHIWANDI,BELLARY,6.99,,,,
BHIWANDI,COIMBATORE BRANCH,7.26,,,,
BHIWANDI,RAIPUR,6.44,,,,
BHIWANDI,NAGPUR WADDHAMNA,4.46,,,,
BHIWANDI,LASUDIA,5.72,,,,
BHIWANDI,NELAMANGALA (BKG & DLY),6.33,,,,
BHIWANDI,THIRUVALLUR - CHE,7.65,,,,
BHIWANDI,BHAVNAGAR,3.3,,,,
BHIWANDI,ASLALI BRANCH,3.14,,,,
BHIWANDI,DELHI (RAMA ROAD),6.99,,,,
BHIWANDI,KANPUR,7.87,,,,
BHIWANDI,BHIWADI - RAJASTHAN,7.26,,,,
BHIWANDI,SRIPERUMBUDUR,6.99,,,,
BHIWANDI,GAJUWAKA,9.02,,,,
BHIWANDI,GUINDY-CHENNAI,7.59,,,,
BHIWANDI,SHAPAR,3.91,,,,
BHIWANDI,DAHEJ,3.3,,,,
BHIWANDI,MUNDRA,4.62,,,,
BHIWANDI,JALGAON,4.18,,,,
BHIWANDI,PARDI,2.29,,,,
BHIWANDI,AMBATTUR-CHENNAI,7.59,,,,
BHIWANDI,NOIDA,7.26,,,,
BHIWANDI,BHAVNAGAR,3.3,,,,
BHIWANDI,SHAPAR,3.91,,,,
BHIWANDI,PALLAVARAM - CHENNAI,7.13,,,,
BHIWANDI,BHAKTINAGAR,3.69,,,,
BHIWANDI,VASAI HIGHWAY,2.4,,,,
BHIWANDI,HINJEWADI,2.64,,,,
BHIWANDI,TRAJPAR (MORBI),4.29,,,,
BHIWANDI,MAKARPURA,3.03,,,,
BHIWANDI,DAMAN DELIVERY UT,1.93,,,,
BHIWANDI,KARNAL,7.87,,,,
BHIWANDI,NANDESARI,3.03,,,,
BHIWANDI,DELHI (RAMA ROAD),7.19,,,,
BHIWANDI,BROADWAY - CHENNAI,7.59,,,,
BHIWANDI,BAHADURPALLY DELIVERY,5.92,,,,
BHIWANDI,SRIPERUMBUDUR,6.99,,,,
BHIWANDI,BHILAI,6.71,,,,
BHIWANDI,BARODA - KARELIBAUG,3.03,,,,
BHIWANDI,VATVA,3.08,,,,
BHIWANDI,METODA,3.91,,,,
BHIWANDI,CHANDIGARH BRANCH,7.59,,,,
BHIWANDI,BHAKTINAGAR,3.69,,,,
BHIWANDI,GOBLEJ BKG & DLY,2.64,,,,
BHIWANDI,BALANAGAR,5.72,,,,
BHIWANDI,NANDESARI,3.03,,,,
BHIWANDI,BHANGEL,7.26,,,,
BHIWANDI,LALBAGH ROAD,7.19,,,,
BHIWANDI,MANJUSAR,3.23,,,,
BHIWANDI,VASAI HIGHWAY,2.2,,,,
BHIWANDI,NAROL,3.45,,,,
BHIWANDI,SARKHEJ,3.25,,,,
BHIWANDI,MAHAD MIDC,2.84,,,,
BHIWANDI,GANDHIDHAM,4.38,,,,
BHIWANDI,CHANGODAR,3.39,,,,
BHIWANDI,BARAMATI,4.66,,,,
BHIWANDI,DEHRADUN,7.46,,,,
BHIWANDI,DELHI (RAMA ROAD),7.19,,,,
BHIWANDI,DELHI (RAMA ROAD),7.19,,,,
BHIWANDI,MAKARPURA,3.23,,,,
BHIWANDI,GANDHINAGAR,3.3,,,,
BHIWANDI,CHANGODAR,3.39,,,,
BHIWANDI,LASUDIA,5.72,,,,
BHIWANDI,KATHWADA,3.25,,,,
BHIWANDI,NALAGARH,9.02,,,,
BHIWANDI,RUDRAPUR,8.14,,,,
BHIWANDI,UMARGAON,1.71,,,,
BHIWANDI,BHANGEL,7.26,,,,
BHIWANDI,DAMAN DELIVERY UT,1.93,,,,
BHIWANDI,SELAQUI,8.14,,,,
BHIWANDI,DELHI EAST,6.99,,,,
BHIWANDI,PATANCHERU,5.45,,,,
BHIWANDI,PADRA (DHABASA),3.03,,,,
BHIWANDI,DAHEJ,3.3,,,,
BHIWANDI,NARODA,3.25,,,,
BHIWANDI,TALEGAON (BKG & DLY),2.37,,,,
BHIWANDI,RAJAJINAGAR,6.99,,,,
BHIWANDI,MANJUSAR,3.23,,,,
BHIWANDI,SHIRVAL,3.3,,,,
BHIWANDI,GODHRA PANCHMAHAL,3.03,,,,
BHIWANDI,SACHIN,2.46,,,,
BHIWANDI,NOIDA,7.26,,,,
BHIWANDI,INDORE CITY,4.9,,,,
BHIWANDI,SANAND,3.36,,,,
BHIWANDI,VATVA,3.28,,,,
BHIWANDI,VAVDI-RAJKOT,4.66,,,,
BHIWANDI,RAKHIAL,3.34,,,,
BHIWANDI,BHAKTINAGAR,3.89,,,,
BHIWANDI,MORBI,4.93,,,,
BHIWANDI,VAVDI-RAJKOT,4.66,,,,
BHIWANDI,CUDDALORE,8.34,,,,
BHIWANDI,CALICUT,10.65,,,,
BHIWANDI,KALAMASSERY,9.5,,,,
BHIWANDI,MYSORE,7.19,,,,
BHIWANDI,HINJEWADI,2.84,,,,
BHIWANDI,NASIK,1.69,,,,
BHIWANDI,BHIWADI - RAJASTHAN,7.26,,,,
BHIWANDI,BHILAI,6.71,,,,
BHIWANDI,TUMKUR,6.99,,,,
BHIWANDI,ANKLESHWAR,1.76,,,,
BHIWANDI,PEENYA,7.26,,,,
BHIWANDI,SILVASSA,1.93,,,,
BHIWANDI,AMBATTUR-CHENNAI,7.59,,,,
BHIWANDI,LUCKNOW,9.02,,,,
BHIWANDI,BARODA - KARELIBAUG,3.03,,,,
BHIWANDI,WADALA - MUMBAI,2.87,,,,
BHIWANDI,BARODA - KARELIBAUG,3.03,,,,
BHIWANDI,NAROL,3.25,,,,
BHIWANDI,SALEM,7.26,,,,
BHIWANDI,VAPI DELIVERY,1.58,,,,
BHIWANDI,PATANCHERU,5.45,,,,
BHIWANDI,WADALA - MUMBAI,2.87,,,,
BHIWANDI,KOTHUR,6.45,,,,
BHIWANDI,MAKARPURA,3.03,,,,
BHIWANDI,MANESAR,7.26,,,,
BHIWANDI,SILVASSA,1.93,,,,
BHIWANDI,REDHILLS - CHENNAI,7.48,,,,
BHIWANDI,WADALA - MUMBAI,2.87,,,,
BHIWANDI,BHIWADI - RAJASTHAN,7.46,,,,
BHIWANDI,PADRA (DHABASA),3.23,,,,
BHIWANDI,DAMAN DELIVERY UT,1.93,,,,
BHIWANDI,CHANGODAR,3.19,,,,
BHIWANDI,VAPI DELIVERY,1.58,,,,
BHIWANDI,PANIPAT,7.59,,,,
BHIWANDI,TRICHUR,10.45,,,,
BHIWANDI,KANJIKODE,10.18,,,,
BHIWANDI,PANIPAT,7.59,,,,
BHIWANDI,THANA,2.84,,,,
BHIWANDI,SINNER,1.49,,,,
BHIWANDI,NANDESARI,3.03,,,,
BHIWANDI,MUNDRA,4.62,,,,
BHIWANDI,KANPUR,7.87,,,,
BHIWANDI,GUMMIDIPOONDI - CHENNAI,7.59,,,,
BHIWANDI,ANKLESHWAR,1.76,,,,
BHIWANDI,VASAI HIGHWAY,2.4,,,,
BHIWANDI,SARKHEJ,3.25,,,,
BHIWANDI,DEHRADUN,7.26,,,,
BHIWANDI,NAROL,3.25,,,,
BHIWANDI,MAKARPURA,3.03,,,,
BHIWANDI,MYSORE,6.99,,,,
BHIWANDI,DELHI (RAMA ROAD),7.19,,,,
BHIWANDI,SELAQUI,8.14,,,,
BHIWANDI,KOLHAPUR,3.91,,,,
BHIWANDI,AURANGABAD (WALUJ) MIDC,2.64,,,,
BHIWANDI,NELAMANGALA (BKG & DLY),6.33,,,,
BHIWANDI,COIMBATORE BRANCH,7.26,,,,
BHIWANDI,GUINDY-CHENNAI,7.59,,,,
BHIWANDI,KALAMASSERY,9.3,,,,
BHIWANDI,BOMMASANDRA,6.6,,,,
BHIWANDI,MANJUSAR,3.03,,,,
BHIWANDI,CHANGODAR,3.19,,,,
BHIWANDI,PATANCHERU,5.45,,,,
BHIWANDI,THIRUVALLUR - CHE,7.65,,,,
BHIWANDI,JAIPUR,6.77,,,,
BHIWANDI,LASUDIA,5.72,,,,
BHIWANDI,PALANPUR,4.18,,,,
BHIWANDI,ANKLESHWAR,1.76,,,,
BHIWANDI,MURBAD,2.64,,,,
BHIWANDI,ASLALI BRANCH,3.14,,,,
BHIWANDI,TALOJA,2.13,,,,
BHIWANDI,MANJUSAR,3.23,,,,
BHIWANDI,GANDHIDHAM,4.38,,,,
BHIWANDI,MANJUSAR,3.23,,,,
BHIWANDI,TRICHUR,10.45,,,,
BHIWANDI,SELAQUI,8.14,,,,
BHIWANDI,DAVANAGERE,8.14,,,,
BHIWANDI,AMRAVATI,6.44,,,,
BHIWANDI,VAPI DELIVERY,1.38,,,,
BHIWANDI,BHANDUP,1.93,,,,
BHIWANDI,VAPI DELIVERY,1.58,,,,
BHIWANDI,KATHWADA,3.25,,,,
BHIWANDI,KALOL (N.G.),3.47,,,,
BHIWANDI,DELHI (RAMA ROAD),6.99,,,,
BHIWANDI,SRICITY - TADA,8.25,,,,
BHIWANDI,CHANGODAR,3.19,,,,
BHIWANDI,ANKLESHWAR,1.76,,,,
BHIWANDI,TIRUPUR,9.02,,,,
BHIWANDI,NARODA,3.25,,,,
BHIWANDI,AMBATTUR-CHENNAI,7.79,,,,
BHIWANDI,SGTN-DELHI,6.99,,,,
BHIWANDI,SGTN-DELHI,6.99,,,,
BHIWANDI,COIMBATORE BRANCH,7.26,,,,
BHIWANDI,SANGLI,5.01,,,,
BHIWANDI,RAJAJINAGAR,6.99,,,,
BHIWANDI,SILVASSA,2.13,,,,
BHIWANDI,METODA,3.91,,,,
BHIWANDI,BHAVNAGAR,3.3,,,,
BHIWANDI,ANKLESHWAR,1.76,,,,
BHIWANDI,HUBSIGUDA,10.45,,,,
BHIWANDI,COIMBATORE BRANCH,7.26,,,,
BHIWANDI,NAGPUR WADDHAMNA,4.46,,,,
BHIWANDI,MANJERI,7.87,,,,
BHIWANDI,PHURSUNGHI,3.23,,,,
BHIWANDI,SIDHPUR,4.84,,,,
BHIWANDI,HUBSIGUDA,10.45,,,,
BHIWANDI,NARODA,3.45,,,,
BHIWANDI,KURKUMBH,4.66,,,,
BHIWANDI,PADRA (DHABASA),3.03,,,,
BHIWANDI,PADRA (DHABASA),3.03,,,,
BHIWANDI,PADRA (DHABASA),3.03,,,,
BHIWANDI,NELAMANGALA (BKG & DLY),6.53,,,,
BHIWANDI,NELAMANGALA (BKG & DLY),6.33,,,,
BHIWANDI,ANDHERI,1.93,,,,
BHIWANDI,HOSUR,6.99,,,,
BHIWANDI,PHURSUNGHI,3.23,,,,
BHIWANDI,VAPI DELIVERY,1.38,,,,
BHIWANDI,DASHRATH,2.64,,,,
BHIWANDI,VAPI DELIVERY,1.58,,,,
