Bkg Branch,Delivery Branch,Card Rate
SANAND,MEERUT,6.95
SANAND,NOIDA,6.05
SANAND,BAREILLY,8.85
SANAND,DEHRADUN,7.4
SANAND,HARIDWAR,6.7
SANAND,KASHIPUR,8.3
SANAND,MORADABAD,6.95
SANAND,ROORKEE,6.7
SANAND,RUDRAPUR,6.7
SANAND,SAHARANPUR,8.85
SANAND,SELAQUI,7.4
SANAND,SITARGANJ,8.05
SANAND,ICHALKARANJI,8.85
SANAND,KAGAL,9.2
SANAND,KARAD,7.65
SANAND,KOLHAPUR,7.65
SANAND,LOTE,6.35
SANAND,MADGAON,8.6
SANAND,MAHAD MIDC,5.75
SANAND,MAPUCA,8.6
SANAND,PONDA,8.6
SANAND,RATNAGIRI,8.6
SANAND,ROHA,5.45
SANAND,SANGLI,8.6
SANAND,SATARA,7.4
SANAND,SHINOLI,9.7
SANAND,SOLAPUR,7.65
SANAND,TEMBHURNI,9.55
SANAND,VERNA-GOA,8.05
SANAND,AHEMADNAGAR,6.35
SANAND,AURANGABAD (WALUJ) MIDC,6.05
SANAND,AURANGABAD CITY- CHIKALTHANA,6.95
SANAND,DHULE,7.65
SANAND,GONDHE,5.75
SANAND,JALGAON,6.05
SANAND,JALNA,8.3
SANAND,LATUR,9.85
SANAND,MALEGAON,8.6
SANAND,NANDED,10
SANAND,NASIK,4.55
SANAND,SINNER,4.55
SANAND,ALANDI,5.75
SANAND,CHAKAN CENTRAL CELL,6.05
SANAND,HINJEWADI,6.05
SANAND,LONAVALA,6.7
SANAND,NIGDI,6.05
SANAND,PIRANGUT,6.05
SANAND,RANJANGAON,6.05
SANAND,TALEGAON (BKG & DLY),5.75
SANAND,BARAMATI,8.05
SANAND,KHED SHIVAPUR,6.35
SANAND,KURKUMBH,8.05
SANAND,PHURSUNGHI,6.35
SANAND,PHURSUNGI DELIVERY,4.85
SANAND,PUNE CITY,6.05
SANAND,SHIRVAL,6.35
SANAND,SINHAGAD ROAD,6.05
SANAND,WAGHOLI,6.05
SANAND,BHUJ,3.25
SANAND,GANDHIDHAM,2.3
SANAND,GANDHIDHAM CITY,2.3
SANAND,MANDVI,3.5
SANAND,MUNDRA,3.25
SANAND,ATIKA (RAJKOT),2.2
SANAND,BHAKTINAGAR,1.95
SANAND,BHAVNAGAR,2.2
SANAND,DARED,2.3
SANAND,GONDAL,2.8
SANAND,JAMNAGAR,2.3
SANAND,JAMNAGAR - SHANKARTEKRI,2.8
SANAND,JETPUR,2.8
SANAND,JUNAGADH-SABALPUR,3.25
SANAND,MAHUVA,3.25
SANAND,METODA,2.2
SANAND,MORBI,2.8
SANAND,NAVAGAM (BHAVNAGAR),1.8
SANAND,PIPAVAV,3.5
SANAND,PORBANDAR,3.25
SANAND,RUDANAGAR BRANCH,1.6
SANAND,SHAPAR,2.1
SANAND,SIHOR,2.8
SANAND,THANGADH,2.8
SANAND,TRAJPAR (MORBI),2.8
SANAND,VAVDI-RAJKOT,2.2
SANAND,VERAVAL,3.5
SANAND,ANKLESHWAR,1.95
SANAND,BHARUCH,2.8
SANAND,DAHEJ,4.45
SANAND,JHAGADIA,2.9
SANAND,KIM,3.25
SANAND,PANOLI,2.8
SANAND,BILIMORA,3.5
SANAND,HAZIRA,3.5
SANAND,KADODARA BRANCH,3.5
SANAND,NAVSARI,3.25
SANAND,PALSANA,3.5
SANAND,SACHIN,3.5
SANAND,SAROLI,2.3
SANAND,SURAT CITY,3.25
SANAND,UNN,3.5
SANAND,DADRA NAGAR HAVELI,3.25
SANAND,DAMAN DELIVERY UT,3.25
SANAND,PARDI,3.5
SANAND,SARIGAM,3.25
SANAND,SILVASSA,3.25
SANAND,UMARGAON,3.25
SANAND,VALSAD,3.5
SANAND,VAPI DELIVERY,2.2
SANTEJ,ASLALI BRANCH,1.25
SANTEJ,GOBLEJ BKG & DLY,1.6
SANTEJ,KATHWADA,1.6
SANTEJ,KUBADTHAL FR,2.05
SANTEJ,NADIAD,1.7
SANTEJ,NARODA,1.5
SANTEJ,NAROL,1.25
SANTEJ,ODHAV,1.5
SANTEJ,RAKHIAL,1.5
SANTEJ,SARANGPUR,1.6
SANTEJ,VATVA,1.25
SANTEJ,CHANGODAR,1.5
SANTEJ,CHHATRAL (N.G.),1.35
SANTEJ,DHOLKA,1.6
SANTEJ,GANDHINAGAR,1.5
SANTEJ,HIMATNAGAR,1.6
SANTEJ,KALOL (N.G.),1.95
SANTEJ,MEHSANA (N.G.),1.95
SANTEJ,PALANPUR,2.3
SANTEJ,SANAND,1.7
SANTEJ,SANTEJ,1.35
SANTEJ,SARKHEJ,1.6
SANTEJ,SIDHPUR,2.2
SANTEJ,SURENDRANAGAR,1.95
SANTEJ,ABU ROAD,2.8
SANTEJ,BHILWARA FR,4.35
SANTEJ,CHITTORGARH  FR,4.95
SANTEJ,JODHPUR,3.85
SANTEJ,KOTA (RAJASTAN) FR,5
SANTEJ,PALI,4.05
SANTEJ,UDAIPUR,2.8
SANTEJ,CHITTOOR,11.7
SANTEJ,CUDDAPAH,10.75
SANTEJ,ELURU,9.85
SANTEJ,GAJUWAKA,10.45
SANTEJ,GUDIVADA,9.35
SANTEJ,GUNTUR,9.2
SANTEJ,KAKINADA,9.2
SANTEJ,NELLORE,10.2
SANTEJ,ONGOLE,9.85
SANTEJ,PARAWADA,11.5
SANTEJ,RAJAHMUNDRY CITY,8.85
SANTEJ,SRIKAKULAM,12
SANTEJ,TIRUPATHI,9.85
SANTEJ,VIJAYAWADA,8.05
SANTEJ,VIZIANAGARAM,11.7
SANTEJ,ADILABAD,9.55
SANTEJ,ANANTAPURAM,12
SANTEJ,AUTONAGAR-HYD,6.95
SANTEJ,BAHADURPALLY BOOKING,6.05
SANTEJ,BAHADURPALLY DELIVERY,7.15
SANTEJ,BALANAGAR,6.95
SANTEJ,BOLLARAM,9.2
SANTEJ,CHERLAPALLY,7.15
SANTEJ,DIWANDEVDI,6.95
SANTEJ,HUBSIGUDA,6.95
SANTEJ,HYDERABAD CENTRAL CELL,6.95
SANTEJ,JEEDIMETLA,6.7
SANTEJ,KARIMNAGAR,8.3
SANTEJ,KHAMMAM,8.3
SANTEJ,KOTHUR,7.95
SANTEJ,KURNOOL,8.3
SANTEJ,NIZAMABAD,8.6
SANTEJ,PATANCHERU,6.7
SANTEJ,SECUNDERABAD,6.7
SANTEJ,WARANGAL,8.05
SANTEJ,BARODA - KARELIBAUG,2.1
SANTEJ,DASHRATH,1.7
SANTEJ,GODHRA PANCHMAHAL,2.3
SANTEJ,GOLDEN BRANCH,2.2
SANTEJ,HALOL (GIDC),2.3
SANTEJ,JAROD,2.2
SANTEJ,MAKARPURA,2.2
SANTEJ,MANJUSAR,2.3
SANTEJ,NANDESARI,2.1
SANTEJ,PADRA (DHABASA),2.2
SANTEJ,POR,2.3
SANTEJ,V V NAGAR,1.7
SANTEJ,WAGHODIA,2.2
SANTEJ,AMBATTUR-CHENNAI,8.6
SANTEJ,BROADWAY - CHENNAI,8.85
SANTEJ,GUINDY-CHENNAI,8.6
SANTEJ,GUMMIDIPOONDI - CHENNAI,9.2
SANTEJ,PALLAVARAM - CHENNAI,7.25
SANTEJ,PARIVAKKAM-CHENNAI,8.05
SANTEJ,REDHILLS - CHENNAI,9.05
SANTEJ,SRICITY - TADA,9.95
SANTEJ,THIRUVALLUR - CHE,8.7
SANTEJ,AMBUR,9.85
SANTEJ,CUDDALORE,11
SANTEJ,KELAMBAKKAM,8.8
SANTEJ,MARAIMALAI NAGAR - CHE,9.2
SANTEJ,ORAGADAM-CHE,8.6
SANTEJ,PANRUTI,10
SANTEJ,PERUNGUDI,8.85
SANTEJ,PONDICHERRY,9.85
SANTEJ,RANIPET,9.55
SANTEJ,SRIPERUMBUDUR,8.85
SANTEJ,THIRUBHUVANAI,9.35
SANTEJ,THIRUVNNAMALAI,10.55
SANTEJ,BARGUR,9.9
SANTEJ,COIMBATORE BRANCH,9.55
SANTEJ,DHARMAPURI,10
SANTEJ,ERODE,9.85
SANTEJ,KANJIKODE,11
SANTEJ,KARAIKAL,12.95
SANTEJ,KARUR,10.5
SANTEJ,KOMARAPALAYAM,9.85
SANTEJ,KOVILPATTI,11
SANTEJ,KUMBAKONAM,11.8
SANTEJ,METTUR DAM,9.2
SANTEJ,NEELAMBUR,9.55
SANTEJ,PERUNDURAI SIPCOT,9.85
SANTEJ,POLLACHI,10.8
SANTEJ,PUDUKKOTTAI,12
SANTEJ,SALEM,8.6
SANTEJ,THANJAVUR,12.7
SANTEJ,TIRUCHENGODE,9.85
SANTEJ,TIRUPUR,9.85
SANTEJ,TRICHY,9.85
SANTEJ,ALLEPPEY,11.35
SANTEJ,CALICUT,14.4
SANTEJ,KALAMASSERY,11.35
SANTEJ,KANNUR,11.35
SANTEJ,KOTTAYAM,12.9
SANTEJ,MANJERI,11.05
SANTEJ,PERUMBAVOOR,12.15
SANTEJ,SHORANUR,11.05
SANTEJ,TRICHUR,11.35
SANTEJ,TRIVANDRUM,13.45
SANTEJ,DINDIGUL,10.2
SANTEJ,MADURAI,10.2
SANTEJ,NAGERCOIL,12.25
SANTEJ,RAJAPALAYAM,11.35
SANTEJ,SIVAKASI,10.45
SANTEJ,TIRUNELVELI,10.75
SANTEJ,TUTICORIN,10.45
SANTEJ,ALAMPUR,11.25
SANTEJ,BALASORE,15.1
SANTEJ,BERHAMPUR,15.45
SANTEJ,BHUBANESWAR,12.25
SANTEJ,BISHNUPUR-KOLKATTA,12.8
SANTEJ,BURDWAN,12.5
SANTEJ,CUTTACK,12.25
SANTEJ,DANKUNI,11.7
SANTEJ,DEOGHAR,16.85
SANTEJ,DURGAPUR,15
SANTEJ,GUWAHATI,17.2
SANTEJ,HALDIA,15.1
SANTEJ,HOWRAH,10.5
SANTEJ,JAIGAON - BHUTAN,24.55
SANTEJ,JAMSHEDPUR,12
SANTEJ,KALYANI,13.1
SANTEJ,KHARAGPUR,14.5
SANTEJ,KOLKATA TR,11.5
SANTEJ,KOLKATA(B T ROAD),9.95
SANTEJ,KOLKATA-CENTRAL,11.05
SANTEJ,KOLKATA-SOUTH,11.4
SANTEJ,MALDA,15
SANTEJ,PATNA,14
SANTEJ,RANCHI,12.25
SANTEJ,RANCHI DELIVERY,12.25
SANTEJ,RAXAUL,16.35
SANTEJ,SAMBALPUR,12.25
SANTEJ,SANTIPUR,13.06
SANTEJ,SILIGURI,16.35
SANTEJ,CHIKMAGALUR,10.2
SANTEJ,DODDABALLAPUR - BNG,8.05
SANTEJ,HASSAN,8.85
SANTEJ,HINDUPUR,9.85
SANTEJ,HOSKOTE,8.05
SANTEJ,K R PURAM,8.05
SANTEJ,KOLAR,8.15
SANTEJ,NELAMANGALA (BKG & DLY),6.95
SANTEJ,NELAMANGALA CENTRAL CELL,6.95
SANTEJ,PEENYA,7.65
SANTEJ,RAJAJINAGAR,8.05
SANTEJ,TUMKUR,8.3
SANTEJ,TUMKUR INDUSTRIAL AREA,8.3
SANTEJ,BIDADI,8.85
SANTEJ,BOMMASANDRA,8.05
SANTEJ,HAROHALLI - BANGALORE,8.85
SANTEJ,HOSUR,8.3
SANTEJ,HOSUR INDUSTRIAL AREA,8.05
SANTEJ,JIGANI,8.05
SANTEJ,KANAKAPURA ROAD - BNG,8.05
SANTEJ,LALBAGH ROAD,8.05
SANTEJ,BAIKAMPADY - MNG,11
SANTEJ,KARKALA,10.25
SANTEJ,KUNDAPUR,10.25
SANTEJ,KUSHALNAGAR – KODAGU,9.85
SANTEJ,MANDYA,8.3
SANTEJ,MANGALORE,9.85
SANTEJ,MYSORE,8.6
SANTEJ,MYSORE - INDUSTRIAL AREA,8.8
SANTEJ,PUTTUR,10.25
SANTEJ,RAMANAGARA,8.05
SANTEJ,UDUPI,10.45
SANTEJ,BAGALAKOTE - NORTH KAR,10.45
SANTEJ,BELGAUM,8.05
SANTEJ,BELGAUM INDL ESTATE,8.05
SANTEJ,BELLARY,9.85
SANTEJ,BHATKAL,9.35
SANTEJ,BIDAR,11.35
SANTEJ,BIJAPUR,10.45
SANTEJ,CHITRADURGA,10.45
SANTEJ,DAVANAGERE,9.85
SANTEJ,GADAG,9.55
SANTEJ,GANGAVATI,10.45
SANTEJ,GOKAK,11.65
SANTEJ,GULBARGA,10.75
SANTEJ,HOSPET,9.85
SANTEJ,HUBLI – TARIHAL,8.05
SANTEJ,HUBLI CITY,8.85
SANTEJ,HUBLI INDL AREA,8.05
SANTEJ,KARWAR,11.35
SANTEJ,KOPPAL,9.85
SANTEJ,KUMTA,10.2
SANTEJ,MACHHE INDUSTRIAL,12.3
SANTEJ,RABAKAVI - BANATTI,10.45
SANTEJ,RAICHUR,11
SANTEJ,RANEBENNUR,9.85
SANTEJ,SHIMOGA,10.45
SANTEJ,SINDHNOOR,11
SANTEJ,SIRSI,9.85
SANTEJ,AMBERNATH,4.7
SANTEJ,DAPODA,4.1
SANTEJ,DOMBIVLI,5
SANTEJ,MURBAD,5.6
SANTEJ,THANA,4.7
SANTEJ,VASIND,5.95
SANTEJ,WADA,5.3
SANTEJ,ANDHERI,4.1
SANTEJ,BHANDUP,3.85
SANTEJ,BOISAR,3.85
SANTEJ,DAHANU,4.45
SANTEJ,GENESIS,3.6
SANTEJ,GOREGOAN,5.6
SANTEJ,MIRA ROAD,4.1
SANTEJ,MUMBAI,4.1
SANTEJ,PALGHAR,4.1
SANTEJ,VASAI EAST,4.1
SANTEJ,VASAI HIGHWAY,4.1
SANTEJ,WADALA - MUMBAI,4.1
SANTEJ,DRONAGIRI,4.1
SANTEJ,KALAMBOLI,4.7
SANTEJ,KHOPOLI,5
SANTEJ,MAHAPE,5.3
SANTEJ,PATALGANGA,7.5
SANTEJ,TALOJA,4.7
SANTEJ,BHOPAL,5.75
SANTEJ,DEWAS (TOWN),5.15
SANTEJ,DEWAS NAKA,3.9
SANTEJ,INDORE CITY,4.8
SANTEJ,LASUDIA,3.9
SANTEJ,MANDIDEEP,6.7
SANTEJ,PITHAMPUR,5.15
SANTEJ,UJJAIN,4.4
SANTEJ,AKOLA,9.05
SANTEJ,AMRAVATI,8.85
SANTEJ,BHANDARA,9.2
SANTEJ,BHILAI,9.85
SANTEJ,BILASPUR,10.35
SANTEJ,BUTIBORI,8.6
SANTEJ,CHANDRAPUR,9.55
SANTEJ,CHHINDWARA,9.2
SANTEJ,GANDHIBAGH-NGP,7.95
SANTEJ,JABALPUR,7.65
SANTEJ,KHAMGAON,9.55
SANTEJ,MALKAPUR,10.8
SANTEJ,NAGPUR (WADI),6.35
SANTEJ,NAGPUR CITY,8.3
SANTEJ,NAGPUR CIY FR,8.3
SANTEJ,NAGPUR WADDHAMNA,6.35
SANTEJ,RAIPUR,8.6
SANTEJ,ALIPUR BRANCH,6.05
SANTEJ,DELHI (RAMA ROAD),6.05
SANTEJ,DELHI EAST,6.05
SANTEJ,FARIDABAD,6.05
SANTEJ,FARIDABAD FR,6.05
SANTEJ,KUNDLI BRANCH,6.55
SANTEJ,OKHLA-1,6.05
SANTEJ,ROHTAK,6.05
SANTEJ,SONEPAT,6.05
SANTEJ,TIKRI BORDER,6.7
SANTEJ,AJMER,7.05
SANTEJ,ALWAR,6.5
SANTEJ,BAGRU-JAIPUR,5.75
SANTEJ,BAIS GODAM,5.05
SANTEJ,BHIWADI - RAJASTHAN,5.75
SANTEJ,BIKANER,6.45
SANTEJ,DELHI HIGHWAY (JAIPUR) DLY,4.45
SANTEJ,DHARUHERA,6.05
SANTEJ,DHARUHERA FR,6.05
SANTEJ,GGNDLY,5.1
SANTEJ,GURGAON BKG & DLY,5.45
SANTEJ,JAIPUR,4.45
SANTEJ,MANESAR,6.05
SANTEJ,NEEMRANA,6.05
SANTEJ,SITAPURA - JAIPUR,5.75
SANTEJ,TRANSPORT NAGAR JAIPUR,5.2
SANTEJ,AMBALA CITY,6.35
SANTEJ,AMRITSAR,10.2
SANTEJ,BADDI (HIMACHAL PRADESH),6.7
SANTEJ,HISAR,7.4
SANTEJ,JAGADHRI,8.3
SANTEJ,JALANDHAR FR,8.3
SANTEJ,JAMMU,11.95
SANTEJ,KALA-AMB,8.6
SANTEJ,KARNAL,6.35
SANTEJ,LUDHIANA,6.95
SANTEJ,NALAGARH,6.7
SANTEJ,PANCHKULA BRANCH,6.7
SANTEJ,PANIPAT,6.35
SANTEJ,PARWANOO,8.3
SANTEJ,PATIALA,8.85
SANTEJ,SOLAN,9.2
SANTEJ,SRINAGAR,17.25
SANTEJ,ALLAHABAD,12.6
SANTEJ,BARABANKI,8.85
SANTEJ,GHAZIPUR FR,8.85
SANTEJ,GORAKHPUR,10.95
SANTEJ,KANNAUJ FR,8.3
SANTEJ,KANPUR,8.3
SANTEJ,LUCKNOW,8.85
SANTEJ,SHAHJHANPUR FR,8.85
SANTEJ,VARANASI,11.7
SANTEJ,AGRA,8.05
SANTEJ,ALIGARH FR,8.9
SANTEJ,FIROZABAD FR,8.9
SANTEJ,GAJRAULA,6.85
SANTEJ,GHAZIABAD,6.05
SANTEJ,GREATER NOIDA,6.35
SANTEJ,GWALIOR,8.05
SANTEJ,MATHURA,7.65
SANTEJ,MEERUT,6.95
SANTEJ,NOIDA,6.05
SANTEJ,BAREILLY,8.85
SANTEJ,DEHRADUN,7.4
SANTEJ,HARIDWAR,6.7
SANTEJ,KASHIPUR,8.3
SANTEJ,MORADABAD,6.95
SANTEJ,ROORKEE,6.7
SANTEJ,RUDRAPUR,6.7
SANTEJ,SAHARANPUR,8.85
SANTEJ,SELAQUI,7.4
SANTEJ,SITARGANJ,8.05
SANTEJ,ICHALKARANJI,8.85
SANTEJ,KAGAL,9.2
SANTEJ,KARAD,7.65
SANTEJ,KOLHAPUR,7.65
SANTEJ,LOTE,6.35
SANTEJ,MADGAON,8.6
SANTEJ,MAHAD MIDC,5.75
SANTEJ,MAPUCA,8.6
SANTEJ,PONDA,8.6
SANTEJ,RATNAGIRI,8.6
SANTEJ,ROHA,5.45
SANTEJ,SANGLI,8.6
SANTEJ,SATARA,7.4
SANTEJ,SHINOLI,9.55
SANTEJ,SOLAPUR,7.65
SANTEJ,TEMBHURNI,9.55
SANTEJ,VERNA-GOA,8.05
SANTEJ,AHEMADNAGAR,6.35
SANTEJ,AURANGABAD (WALUJ) MIDC,6.05
SANTEJ,AURANGABAD CITY- CHIKALTHANA,6.95
SANTEJ,DHULE,7.65
SANTEJ,GONDHE,5.75
SANTEJ,JALGAON,6.05
SANTEJ,JALNA,8.3
SANTEJ,LATUR,9.85
SANTEJ,MALEGAON,8.6
SANTEJ,NANDED,10
SANTEJ,NASIK,4.55
SANTEJ,SINNER,4.55
SANTEJ,ALANDI,5.75
SANTEJ,CHAKAN CENTRAL CELL,6.05
SANTEJ,HINJEWADI,6.05
SANTEJ,LONAVALA,6.7
SANTEJ,NIGDI,6.05
SANTEJ,PIRANGUT,6.05
SANTEJ,RANJANGAON,6.05
SANTEJ,TALEGAON (BKG & DLY),5.75
SANTEJ,BARAMATI,8.05
SANTEJ,KHED SHIVAPUR,6.35
SANTEJ,KURKUMBH,8.05
SANTEJ,PHURSUNGHI,6.35
SANTEJ,PHURSUNGI DELIVERY,6.6
SANTEJ,PUNE CITY,6.05
SANTEJ,SHIRVAL,6.35
SANTEJ,SINHAGAD ROAD,6.05
SANTEJ,WAGHOLI,6.05
SANTEJ,BHUJ,3.25
SANTEJ,GANDHIDHAM,2.3
SANTEJ,GANDHIDHAM CITY,2.3
SANTEJ,MANDVI,3.5
SANTEJ,MUNDRA,3.25
SANTEJ,ATIKA (RAJKOT),2.75
SANTEJ,BHAKTINAGAR,1.95
SANTEJ,BHAVNAGAR,2.2
SANTEJ,DARED,2.3
SANTEJ,GONDAL,2.8
SANTEJ,JAMNAGAR,2.3
SANTEJ,JAMNAGAR - SHANKARTEKRI,2.8
SANTEJ,JETPUR,2.8
SANTEJ,JUNAGADH-SABALPUR,3.25
SANTEJ,MAHUVA,3.25
SANTEJ,METODA,2.2
SANTEJ,MORBI,2.8
SANTEJ,NAVAGAM (BHAVNAGAR),1.8
SANTEJ,PIPAVAV,3.5
SANTEJ,PORBANDAR,3.25
SANTEJ,RUDANAGAR BRANCH,1.6
SANTEJ,SHAPAR,2.1
SANTEJ,SIHOR,2.8
SANTEJ,THANGADH,2.8
SANTEJ,TRAJPAR (MORBI),2.8
SANTEJ,VAVDI-RAJKOT,2.2
SANTEJ,VERAVAL,3.5
SANTEJ,ANKLESHWAR,1.95
SANTEJ,BHARUCH,2.8
SANTEJ,DAHEJ,4.45
SANTEJ,JHAGADIA,2.9
SANTEJ,KIM,3.25
SANTEJ,PANOLI,2.8
SANTEJ,BILIMORA,3.5
SANTEJ,HAZIRA,3.5
SANTEJ,KADODARA BRANCH,3.5
SANTEJ,NAVSARI,3.25
SANTEJ,PALSANA,3.5
SANTEJ,SACHIN,3.5
SANTEJ,SAROLI,2.3
SANTEJ,SURAT CITY,3.25
SANTEJ,UNN,3.5
SANTEJ,DADRA NAGAR HAVELI,3.25
SANTEJ,DAMAN DELIVERY UT,3.25
SANTEJ,PARDI,3.5
SANTEJ,SARIGAM,3.25
SANTEJ,SILVASSA,3.25
SANTEJ,UMARGAON,3.25
SANTEJ,VALSAD,3.5
SANTEJ,VAPI DELIVERY,2.2
SARKHEJ,ASLALI BRANCH,1.2
SARKHEJ,GOBLEJ BKG & DLY,1.6
SARKHEJ,KATHWADA,1.55
SARKHEJ,KUBADTHAL FR,2
SARKHEJ,NADIAD,1.65
SARKHEJ,NARODA,1.4
SARKHEJ,NAROL,1.2
SARKHEJ,ODHAV,1.4
SARKHEJ,RAKHIAL,1.4
SARKHEJ,SARANGPUR,1.55
SARKHEJ,VATVA,1.2
SARKHEJ,CHANGODAR,1.4
SARKHEJ,CHHATRAL (N.G.),1.3
SARKHEJ,DHOLKA,1.55
SARKHEJ,GANDHINAGAR,1.4
SARKHEJ,HIMATNAGAR,1.55
SARKHEJ,KALOL (N.G.),1.85
SARKHEJ,MEHSANA (N.G.),1.85
SARKHEJ,PALANPUR,2.25
SARKHEJ,SANAND,1.65
SARKHEJ,SANTEJ,1.3
SARKHEJ,SARKHEJ,1.55
SARKHEJ,SIDHPUR,2.15
SARKHEJ,SURENDRANAGAR,1.85
SARKHEJ,ABU ROAD,2.45
SARKHEJ,BHILWARA FR,4.35
SARKHEJ,CHITTORGARH  FR,4.95
SARKHEJ,JODHPUR,3.85
SARKHEJ,KOTA (RAJASTAN) FR,5
SARKHEJ,PALI,3
SARKHEJ,UDAIPUR,2.8
SARKHEJ,CHITTOOR,11.7
SARKHEJ,CUDDAPAH,10.75
SARKHEJ,ELURU,9.55
SARKHEJ,GAJUWAKA,10.2
SARKHEJ,GUDIVADA,9.35
SARKHEJ,GUNTUR,9.2
SARKHEJ,KAKINADA,9.2
SARKHEJ,NELLORE,10.2
SARKHEJ,ONGOLE,9.85
SARKHEJ,PARAWADA,11.2
SARKHEJ,RAJAHMUNDRY CITY,8.85
SARKHEJ,SRIKAKULAM,12
SARKHEJ,TIRUPATHI,9.55
SARKHEJ,VIJAYAWADA,8.05
SARKHEJ,VIZIANAGARAM,11.7
SARKHEJ,ADILABAD,9.55
SARKHEJ,ANANTAPURAM,11.7
SARKHEJ,AUTONAGAR-HYD,6.95
SARKHEJ,BAHADURPALLY BOOKING,5.75
SARKHEJ,BAHADURPALLY DELIVERY,6.9
SARKHEJ,BALANAGAR,6.95
SARKHEJ,BOLLARAM,9.2
SARKHEJ,CHERLAPALLY,8.5
SARKHEJ,DIWANDEVDI,6.95
SARKHEJ,HUBSIGUDA,6.95
SARKHEJ,HYDERABAD CENTRAL CELL,6.95
SARKHEJ,JEEDIMETLA,6.7
SARKHEJ,KARIMNAGAR,8.3
SARKHEJ,KHAMMAM,8.3
SARKHEJ,KOTHUR,7.6
SARKHEJ,KURNOOL,8.3
SARKHEJ,NIZAMABAD,8.6
SARKHEJ,PATANCHERU,6.7
SARKHEJ,SECUNDERABAD,6.7
SARKHEJ,WARANGAL,8.05
SARKHEJ,BARODA - KARELIBAUG,2.05
SARKHEJ,DASHRATH,1.65
SARKHEJ,GODHRA PANCHMAHAL,2.25
SARKHEJ,GOLDEN BRANCH,2.15
SARKHEJ,HALOL (GIDC),2.25
SARKHEJ,JAROD,2.15
SARKHEJ,MAKARPURA,2.15
SARKHEJ,MANJUSAR,2.25
SARKHEJ,NANDESARI,2.05
SARKHEJ,PADRA (DHABASA),2.15
SARKHEJ,POR,2.25
SARKHEJ,V V NAGAR,1.65
SARKHEJ,WAGHODIA,2.15
SARKHEJ,AMBATTUR-CHENNAI,8.6
SARKHEJ,BROADWAY - CHENNAI,8.6
SARKHEJ,GUINDY-CHENNAI,8.6
SARKHEJ,GUMMIDIPOONDI - CHENNAI,9.2
SARKHEJ,PALLAVARAM - CHENNAI,7.25
SARKHEJ,PARIVAKKAM-CHENNAI,8.05
SARKHEJ,REDHILLS - CHENNAI,9.05
SARKHEJ,SRICITY - TADA,9.95
SARKHEJ,THIRUVALLUR - CHE,8.7
SARKHEJ,AMBUR,9.55
SARKHEJ,CUDDALORE,11
SARKHEJ,KELAMBAKKAM,8.8
SARKHEJ,MARAIMALAI NAGAR - CHE,9.2
SARKHEJ,ORAGADAM-CHE,8.6
SARKHEJ,PANRUTI,10
SARKHEJ,PERUNGUDI,8.6
SARKHEJ,PONDICHERRY,9.85
SARKHEJ,RANIPET,9.55
SARKHEJ,SRIPERUMBUDUR,8.6
SARKHEJ,THIRUBHUVANAI,9.35
SARKHEJ,THIRUVNNAMALAI,10.55
SARKHEJ,BARGUR,9.9
SARKHEJ,COIMBATORE BRANCH,9.55
SARKHEJ,DHARMAPURI,10
SARKHEJ,ERODE,9.85
SARKHEJ,KANJIKODE,10.75
SARKHEJ,KARAIKAL,12.95
SARKHEJ,KARUR,10.4
SARKHEJ,KOMARAPALAYAM,9.85
SARKHEJ,KOVILPATTI,10.75
SARKHEJ,KUMBAKONAM,11.8
SARKHEJ,METTUR DAM,9.2
SARKHEJ,NEELAMBUR,9.55
SARKHEJ,PERUNDURAI SIPCOT,9.55
SARKHEJ,POLLACHI,10.8
SARKHEJ,PUDUKKOTTAI,12
SARKHEJ,SALEM,8.6
SARKHEJ,THANJAVUR,12.7
SARKHEJ,TIRUCHENGODE,9.85
SARKHEJ,TIRUPUR,9.55
SARKHEJ,TRICHY,9.85
SARKHEJ,ALLEPPEY,11.35
SARKHEJ,CALICUT,14.4
SARKHEJ,KALAMASSERY,11
SARKHEJ,KANNUR,11.35
SARKHEJ,KOTTAYAM,12.9
SARKHEJ,MANJERI,11.25
SARKHEJ,PERUMBAVOOR,11.8
SARKHEJ,SHORANUR,11.05
SARKHEJ,TRICHUR,11
SARKHEJ,TRIVANDRUM,13.2
SARKHEJ,DINDIGUL,10.2
SARKHEJ,MADURAI,10.2
SARKHEJ,NAGERCOIL,12.25
SARKHEJ,RAJAPALAYAM,11.35
SARKHEJ,SIVAKASI,10.2
SARKHEJ,TIRUNELVELI,10.75
SARKHEJ,TUTICORIN,10.45
SARKHEJ,ALAMPUR,11.25
SARKHEJ,BALASORE,15.1
SARKHEJ,BERHAMPUR,15.45
SARKHEJ,BHUBANESWAR,12.25
SARKHEJ,BISHNUPUR-KOLKATTA,12.5
SARKHEJ,BURDWAN,12.25
SARKHEJ,CUTTACK,12.25
SARKHEJ,DANKUNI,11.45
SARKHEJ,DEOGHAR,16.85
SARKHEJ,DURGAPUR,14.7
SARKHEJ,GUWAHATI,17.2
SARKHEJ,HALDIA,14.85
SARKHEJ,HOWRAH,10.5
SARKHEJ,JAIGAON - BHUTAN,24.55
SARKHEJ,JAMSHEDPUR,12
SARKHEJ,KALYANI,12.9
SARKHEJ,KHARAGPUR,14.3
SARKHEJ,KOLKATA TR,11.25
SARKHEJ,KOLKATA(B T ROAD),9.95
